Provinsi,Tanggal,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
Gorontalo,4/17/2021,43.157,0.001
Gorontalo,4/19/2021,43.557,0.4
Gorontalo,4/20/2021,43.762,0.205
Gorontalo,4/21/2021,44.181,0.419
Gorontalo,4/22/2021,44.683,0.502
Gorontalo,4/23/2021,45.348,0.665
Gorontalo,4/24/2021,45.533,0.185
Gorontalo,4/26/2021,46.252,0.719
Gorontalo,4/27/2021,47.034,0.782
Gorontalo,4/28/2021,48.258,1.224
Gorontalo,4/29/2021,49.214,0.956
Gorontalo,4/30/2021,50.132,0.918
Gorontalo,5/1/2021,50.286,0.154
Gorontalo,5/3/2021,50.927,0.641
Gorontalo,5/4/2021,51.425,0.498
Gorontalo,5/5/2021,52.364,0.939
Gorontalo,5/6/2021,53.32,0.956
Gorontalo,5/7/2021,53.908,0.588
Gorontalo,5/8/2021,54.112,0.204
Gorontalo,5/9/2021,54.132,0.02
Gorontalo,5/10/2021,54.389,0.257
Gorontalo,5/11/2021,54.445,0.056
Gorontalo,5/15/2021,54.446,0.001
Gorontalo,5/17/2021,54.947,0.501
Gorontalo,5/18/2021,55.769,0.822
Gorontalo,5/19/2021,56.838,1.069
Gorontalo,5/20/2021,57.266,0.428
Gorontalo,5/21/2021,58.63,1.364
Gorontalo,5/22/2021,59.495,0.865
Gorontalo,5/23/2021,59.57,0.075
Gorontalo,5/24/2021,61.909,2.339
Gorontalo,5/25/2021,64.207,2.298
Gorontalo,5/26/2021,64.397,0.19
Gorontalo,5/27/2021,66.087,1.69
Gorontalo,5/28/2021,67.003,0.916
Gorontalo,5/29/2021,68.064,1.061
Gorontalo,5/30/2021,68.083,0.019
Gorontalo,5/31/2021,69.289,1.206
Gorontalo,6/1/2021,69.383,0.094
Gorontalo,6/2/2021,70.419,1.036
Gorontalo,6/3/2021,71.545,1.126
Gorontalo,6/4/2021,72.279,0.734
Gorontalo,6/5/2021,72.906,0.627
Gorontalo,6/6/2021,72.907,0.001
Gorontalo,6/7/2021,74.101,1.194
Gorontalo,6/8/2021,75.139,1.038
Gorontalo,6/9/2021,76.26,1.121
Gorontalo,6/10/2021,77.282,1.022
Gorontalo,6/11/2021,78.316,1.034
Gorontalo,6/12/2021,78.678,0.362
Gorontalo,6/13/2021,78.998,0.32
Gorontalo,6/14/2021,80.129,1.131
Gorontalo,6/15/2021,82.024,1.895
Gorontalo,6/16/2021,85.174,3.15
Gorontalo,6/17/2021,89.058,3.884
Gorontalo,6/18/2021,91.341,2.283
Gorontalo,6/19/2021,93.363,2.022
Gorontalo,6/20/2021,93.481,0.118
Gorontalo,6/21/2021,96.485,3.004
Gorontalo,6/22/2021,101.029,4.544
Gorontalo,6/23/2021,103.967,2.938
Gorontalo,6/24/2021,106.627,2.66
Gorontalo,6/25/2021,108.054,1.427
Gorontalo,6/26/2021,117.294,9.24
Gorontalo,6/27/2021,117.638,0.344
Gorontalo,6/28/2021,122.007,4.369
Gorontalo,6/29/2021,127.554,5.547
Gorontalo,6/30/2021,135.641,8.087
Gorontalo,7/1/2021,143.191,7.55
Gorontalo,7/2/2021,147.145,3.954
Gorontalo,7/3/2021,152.339,5.194
Gorontalo,7/4/2021,153.049,0.71
Gorontalo,7/5/2021,156.783,3.734
Gorontalo,7/6/2021,161.549,4.766
Gorontalo,7/7/2021,165.395,3.846
Gorontalo,7/8/2021,169.632,4.237
Gorontalo,7/9/2021,174.306,4.674
Gorontalo,7/10/2021,175.71,1.404
Gorontalo,7/11/2021,175.847,0.137
Gorontalo,7/12/2021,179.638,3.791
Gorontalo,7/13/2021,183.334,3.696
Gorontalo,7/14/2021,186.121,2.787
Jakarta Raya,1/13/2021,0.065,0.065
Jakarta Raya,1/14/2021,2.843,2.778
Jakarta Raya,1/15/2021,7.196,4.353
Jakarta Raya,1/16/2021,7.972,0.776
Jakarta Raya,1/17/2021,8.043,0.071
Jakarta Raya,1/18/2021,12.765,4.722
Jakarta Raya,1/19/2021,16.506,3.741
Jakarta Raya,1/20/2021,20.852,4.346
Jakarta Raya,1/21/2021,27.531,6.679
Jakarta Raya,1/22/2021,34.532,7.001
Jakarta Raya,1/23/2021,36.382,1.85
Jakarta Raya,1/24/2021,36.538,0.156
Jakarta Raya,1/25/2021,41.218,4.68
Jakarta Raya,1/26/2021,45.651,4.433
Jakarta Raya,1/27/2021,50.288,4.637
Jakarta Raya,1/28/2021,55.635,5.347
Jakarta Raya,1/29/2021,60.909,5.274
Jakarta Raya,1/30/2021,62.923,2.014
Jakarta Raya,1/31/2021,64.317,1.394
Jakarta Raya,2/1/2021,68.868,4.551
Jakarta Raya,2/2/2021,72.069,3.201
Jakarta Raya,2/3/2021,74.94,2.871
Jakarta Raya,2/4/2021,80.959,6.019
Jakarta Raya,2/5/2021,84.701,3.742
Jakarta Raya,2/6/2021,86.138,1.437
Jakarta Raya,2/7/2021,88.748,2.61
Jakarta Raya,2/8/2021,91.581,2.833
Jakarta Raya,2/9/2021,94.485,2.904
Jakarta Raya,2/10/2021,97.423,2.938
Jakarta Raya,2/11/2021,100.773,3.35
Jakarta Raya,2/12/2021,101.073,0.3
Jakarta Raya,2/13/2021,101.727,0.654
Jakarta Raya,2/14/2021,101.904,0.177
Jakarta Raya,2/15/2021,103.557,1.653
Jakarta Raya,2/16/2021,104.918,1.361
Jakarta Raya,2/17/2021,107.747,2.829
Jakarta Raya,2/18/2021,110.643,2.896
Jakarta Raya,2/19/2021,114.367,3.724
Jakarta Raya,2/20/2021,116.972,2.605
Jakarta Raya,2/21/2021,117.841,0.869
Jakarta Raya,2/22/2021,125.887,8.046
Jakarta Raya,2/23/2021,136.308,10.421
Jakarta Raya,2/24/2021,148.814,12.506
Jakarta Raya,2/25/2021,162.563,13.749
Jakarta Raya,2/26/2021,177.959,15.396
Jakarta Raya,2/27/2021,184.221,6.262
Jakarta Raya,2/28/2021,184.353,0.132
Jakarta Raya,3/1/2021,208.067,23.714
Jakarta Raya,3/2/2021,234.587,26.52
Jakarta Raya,3/3/2021,265.154,30.567
Jakarta Raya,3/4/2021,299.536,34.382
Jakarta Raya,3/5/2021,333.611,34.075
Jakarta Raya,3/6/2021,341.441,7.83
Jakarta Raya,3/7/2021,346.134,4.693
Jakarta Raya,3/8/2021,388.361,42.227
Jakarta Raya,3/9/2021,437.105,48.744
Jakarta Raya,3/10/2021,493.467,56.362
Jakarta Raya,3/11/2021,504.905,11.438
Jakarta Raya,3/12/2021,558.655,53.75
Jakarta Raya,3/13/2021,576.211,17.556
Jakarta Raya,3/14/2021,589.036,12.825
Jakarta Raya,3/15/2021,642.502,53.466
Jakarta Raya,3/16/2021,695.75,53.248
Jakarta Raya,3/17/2021,746.079,50.329
Jakarta Raya,3/18/2021,791.851,45.772
Jakarta Raya,3/19/2021,833.711,41.86
Jakarta Raya,3/20/2021,853.391,19.68
Jakarta Raya,3/21/2021,866.796,13.405
Jakarta Raya,3/22/2021,913.302,46.506
Jakarta Raya,3/23/2021,962.365,49.063
Jakarta Raya,3/24/2021,"1,010.081",47.716
Jakarta Raya,3/25/2021,"1,058.58",48.499
Jakarta Raya,3/26/2021,"1,104.431",45.851
Jakarta Raya,3/27/2021,"1,132.661",28.23
Jakarta Raya,3/28/2021,"1,151.583",18.922
Jakarta Raya,3/29/2021,"1,197.964",46.381
Jakarta Raya,3/30/2021,"1,241.096",43.132
Jakarta Raya,3/31/2021,"1,289.288",48.192
Jakarta Raya,4/1/2021,"1,324.871",35.583
Jakarta Raya,4/2/2021,"1,338.88",14.009
Jakarta Raya,4/3/2021,"1,355.719",16.839
Jakarta Raya,4/4/2021,"1,368.634",12.915
Jakarta Raya,4/5/2021,"1,403.42",34.786
Jakarta Raya,4/6/2021,"1,433.11",29.69
Jakarta Raya,4/7/2021,"1,461.781",28.671
Jakarta Raya,4/8/2021,"1,493.842",32.061
Jakarta Raya,4/9/2021,"1,524.995",31.153
Jakarta Raya,4/10/2021,"1,547.184",22.189
Jakarta Raya,4/11/2021,"1,556.322",9.138
Jakarta Raya,4/12/2021,"1,587.393",31.071
Jakarta Raya,4/13/2021,"1,598.825",11.432
Jakarta Raya,4/14/2021,"1,613.324",14.499
Jakarta Raya,4/15/2021,"1,629.819",16.495
Jakarta Raya,4/16/2021,"1,646.709",16.89
Jakarta Raya,4/17/2021,"1,654.522",7.813
Jakarta Raya,4/18/2021,"1,658.969",4.447
Jakarta Raya,4/19/2021,"1,681.439",22.47
Jakarta Raya,4/20/2021,"1,705.653",24.214
Jakarta Raya,4/21/2021,"1,726.522",20.869
Jakarta Raya,4/22/2021,"1,753.983",27.461
Jakarta Raya,4/23/2021,"1,778.564",24.581
Jakarta Raya,4/24/2021,"1,791.987",13.423
Jakarta Raya,4/25/2021,"1,802.534",10.547
Jakarta Raya,4/26/2021,"1,828.634",26.1
Jakarta Raya,4/27/2021,"1,856.118",27.484
Jakarta Raya,4/28/2021,"1,883.873",27.755
Jakarta Raya,4/29/2021,"1,911.659",27.786
Jakarta Raya,4/30/2021,"1,940.09",28.431
Jakarta Raya,5/1/2021,"1,948.519",8.429
Jakarta Raya,5/2/2021,"1,952.85",4.331
Jakarta Raya,5/3/2021,"1,973.77",20.92
Jakarta Raya,5/4/2021,"2,000.071",26.301
Jakarta Raya,5/5/2021,"2,033.269",33.198
Jakarta Raya,5/6/2021,"2,070.809",37.54
Jakarta Raya,5/7/2021,"2,104.675",33.866
Jakarta Raya,5/8/2021,"2,121.814",17.139
Jakarta Raya,5/9/2021,"2,130.491",8.677
Jakarta Raya,5/10/2021,"2,164.055",33.564
Jakarta Raya,5/11/2021,"2,188.248",24.193
Jakarta Raya,5/12/2021,"2,192.464",4.216
Jakarta Raya,5/13/2021,"2,192.757",0.293
Jakarta Raya,5/14/2021,"2,192.968",0.211
Jakarta Raya,5/15/2021,"2,195.631",2.663
Jakarta Raya,5/16/2021,"2,197.802",2.171
Jakarta Raya,5/17/2021,"2,205.521",7.719
Jakarta Raya,5/18/2021,"2,223.142",17.621
Jakarta Raya,5/19/2021,"2,245.202",22.06
Jakarta Raya,5/20/2021,"2,271.408",26.206
Jakarta Raya,5/21/2021,"2,297.003",25.595
Jakarta Raya,5/22/2021,"2,307.063",10.06
Jakarta Raya,5/23/2021,"2,310.856",3.793
Jakarta Raya,5/24/2021,"2,341.423",30.567
Jakarta Raya,5/25/2021,"2,372.305",30.882
Jakarta Raya,5/26/2021,"2,376.47",4.165
Jakarta Raya,5/27/2021,"2,407.295",30.825
Jakarta Raya,5/28/2021,"2,434.547",27.252
Jakarta Raya,5/29/2021,"2,444.478",9.931
Jakarta Raya,5/30/2021,"2,447.79",3.312
Jakarta Raya,5/31/2021,"2,475.86",28.07
Jakarta Raya,6/1/2021,"2,481.673",5.813
Jakarta Raya,6/2/2021,"2,515.81",34.137
Jakarta Raya,6/3/2021,"2,552.861",37.051
Jakarta Raya,6/4/2021,"2,591.268",38.407
Jakarta Raya,6/5/2021,"2,603.706",12.438
Jakarta Raya,6/6/2021,"2,608.586",4.88
Jakarta Raya,6/7/2021,"2,652.028",43.442
Jakarta Raya,6/8/2021,"2,692.479",40.451
Jakarta Raya,6/9/2021,"2,740.899",48.42
Jakarta Raya,6/10/2021,"2,804.223",63.324
Jakarta Raya,6/11/2021,"2,874.617",70.394
Jakarta Raya,6/12/2021,"2,895.597",20.98
Jakarta Raya,6/13/2021,"2,900.401",4.804
Jakarta Raya,6/14/2021,"2,980.088",79.687
Jakarta Raya,6/15/2021,"3,059.084",78.996
Jakarta Raya,6/16/2021,"3,152.176",93.092
Jakarta Raya,6/17/2021,"3,256.413",104.237
Jakarta Raya,6/18/2021,"3,362.264",105.851
Jakarta Raya,6/19/2021,"3,402.139",39.875
Jakarta Raya,6/20/2021,"3,417.744",15.605
Jakarta Raya,6/21/2021,"3,530.127",112.383
Jakarta Raya,6/22/2021,"3,646.299",116.172
Jakarta Raya,6/23/2021,"3,768.542",122.243
Jakarta Raya,6/24/2021,"3,900.778",132.236
Jakarta Raya,6/25/2021,"4,036.192",135.414
Jakarta Raya,6/26/2021,"4,097.06",60.868
Jakarta Raya,6/27/2021,"4,124.411",27.351
Jakarta Raya,6/28/2021,"4,252.202",127.791
Jakarta Raya,6/29/2021,"4,384.618",132.416
Jakarta Raya,6/30/2021,"4,517.136",132.518
Jakarta Raya,7/1/2021,"4,634.591",117.455
Jakarta Raya,7/2/2021,"4,759.964",125.373
Jakarta Raya,7/3/2021,"4,815.254",55.29
Jakarta Raya,7/4/2021,"4,844.752",29.498
Jakarta Raya,7/5/2021,"4,970.735",125.983
Jakarta Raya,7/6/2021,"5,102.498",131.763
Jakarta Raya,7/7/2021,"5,252.331",149.833
Jakarta Raya,7/8/2021,"5,413.018",160.687
Jakarta Raya,7/9/2021,"5,569.784",156.766
Jakarta Raya,7/10/2021,"5,638.83",69.046
Jakarta Raya,7/11/2021,"5,685.314",46.484
Jakarta Raya,7/12/2021,"5,811.863",126.549
Jakarta Raya,7/13/2021,"5,938.613",126.75
Jakarta Raya,7/14/2021,"6,063.688",125.075
Jambi,1/13/2021,0,0
Jambi,1/14/2021,0.301,0.301
Jambi,1/15/2021,0.515,0.214
Jambi,1/16/2021,0.727,0.212
Jambi,1/17/2021,0.753,0.026
Jambi,1/18/2021,1.342,0.589
Jambi,1/19/2021,1.764,0.422
Jambi,1/20/2021,2.208,0.444
Jambi,1/21/2021,2.657,0.449
Jambi,1/22/2021,2.909,0.252
Jambi,1/23/2021,3.092,0.183
Jambi,1/24/2021,3.1,0.008
Jambi,1/25/2021,3.305,0.205
Jambi,1/26/2021,3.538,0.233
Jambi,1/27/2021,3.782,0.244
Jambi,1/28/2021,4.389,0.607
Jambi,1/29/2021,4.764,0.375
Jambi,1/30/2021,5.134,0.37
Jambi,1/31/2021,5.135,0.001
Jambi,2/1/2021,5.505,0.37
Jambi,2/2/2021,6.334,0.829
Jambi,2/3/2021,7.552,1.218
Jambi,2/4/2021,8.898,1.346
Jambi,2/5/2021,10.332,1.434
Jambi,2/6/2021,11.635,1.303
Jambi,2/7/2021,11.653,0.018
Jambi,2/8/2021,12.685,1.032
Jambi,2/9/2021,13.755,1.07
Jambi,2/10/2021,14.634,0.879
Jambi,2/11/2021,15.333,0.699
Jambi,2/12/2021,15.343,0.01
Jambi,2/13/2021,15.71,0.367
Jambi,2/14/2021,15.71,0
Jambi,2/15/2021,16.299,0.589
Jambi,2/16/2021,16.745,0.446
Jambi,2/17/2021,17.397,0.652
Jambi,2/18/2021,18.111,0.714
Jambi,2/19/2021,18.54,0.429
Jambi,2/20/2021,19.054,0.514
Jambi,2/21/2021,19.06,0.006
Jambi,2/22/2021,19.473,0.413
Jambi,2/23/2021,19.873,0.4
Jambi,2/24/2021,20.19,0.317
Jambi,2/25/2021,20.579,0.389
Jambi,2/26/2021,20.775,0.196
Jambi,2/27/2021,20.878,0.103
Jambi,2/28/2021,20.878,0
Jambi,3/1/2021,21.118,0.24
Jambi,3/2/2021,21.355,0.237
Jambi,3/3/2021,21.781,0.426
Jambi,3/4/2021,22.148,0.367
Jambi,3/5/2021,22.826,0.678
Jambi,3/6/2021,23.619,0.793
Jambi,3/7/2021,23.626,0.007
Jambi,3/8/2021,25.111,1.485
Jambi,3/9/2021,27.214,2.103
Jambi,3/10/2021,29.82,2.606
Jambi,3/11/2021,30.655,0.835
Jambi,3/12/2021,31.777,1.122
Jambi,3/13/2021,32.76,0.983
Jambi,3/14/2021,32.764,0.004
Jambi,3/15/2021,35.115,2.351
Jambi,3/16/2021,37.53,2.415
Jambi,3/17/2021,39.611,2.081
Jambi,3/18/2021,42.409,2.798
Jambi,3/19/2021,43.776,1.367
Jambi,3/20/2021,45.083,1.307
Jambi,3/21/2021,45.098,0.015
Jambi,3/22/2021,47.753,2.655
Jambi,3/23/2021,50.569,2.816
Jambi,3/24/2021,52.485,1.916
Jambi,3/25/2021,54.26,1.775
Jambi,3/26/2021,55.625,1.365
Jambi,3/27/2021,56.928,1.303
Jambi,3/28/2021,56.943,0.015
Jambi,3/29/2021,59.527,2.584
Jambi,3/30/2021,62.484,2.957
Jambi,3/31/2021,66.3,3.816
Jambi,4/1/2021,69.71,3.41
Jambi,4/2/2021,69.72,0.01
Jambi,4/3/2021,71.257,1.537
Jambi,4/4/2021,71.316,0.059
Jambi,4/5/2021,74.565,3.249
Jambi,4/6/2021,77.682,3.117
Jambi,4/7/2021,80.281,2.599
Jambi,4/8/2021,83.764,3.483
Jambi,4/9/2021,85.605,1.841
Jambi,4/10/2021,87.445,1.84
Jambi,4/11/2021,87.457,0.012
Jambi,4/12/2021,91.06,3.603
Jambi,4/13/2021,92.127,1.067
Jambi,4/14/2021,93.27,1.143
Jambi,4/15/2021,94.513,1.243
Jambi,4/16/2021,94.894,0.381
Jambi,4/17/2021,96.131,1.237
Jambi,4/18/2021,96.141,0.01
Jambi,4/19/2021,98.834,2.693
Jambi,4/20/2021,101.985,3.151
Jambi,4/21/2021,105.574,3.589
Jambi,4/22/2021,109.369,3.795
Jambi,4/23/2021,111.356,1.987
Jambi,4/24/2021,114.568,3.212
Jambi,4/25/2021,114.572,0.004
Jambi,4/26/2021,117.498,2.926
Jambi,4/27/2021,119.847,2.349
Jambi,4/28/2021,121.703,1.856
Jambi,4/29/2021,123.545,1.842
Jambi,4/30/2021,124.017,0.472
Jambi,5/1/2021,124.063,0.046
Jambi,5/2/2021,124.065,0.002
Jambi,5/3/2021,124.741,0.676
Jambi,5/4/2021,125.702,0.961
Jambi,5/5/2021,126.451,0.749
Jambi,5/6/2021,127.977,1.526
Jambi,5/7/2021,128.711,0.734
Jambi,5/8/2021,129.519,0.808
Jambi,5/9/2021,129.53,0.011
Jambi,5/10/2021,130.134,0.604
Jambi,5/11/2021,130.285,0.151
Jambi,5/12/2021,130.288,0.003
Jambi,5/13/2021,130.293,0.005
Jambi,5/14/2021,130.294,0.001
Jambi,5/15/2021,130.299,0.005
Jambi,5/17/2021,130.454,0.155
Jambi,5/18/2021,131.277,0.823
Jambi,5/19/2021,132.315,1.038
Jambi,5/20/2021,133.964,1.649
Jambi,5/21/2021,135.059,1.095
Jambi,5/22/2021,135.735,0.676
Jambi,5/23/2021,135.74,0.005
Jambi,5/24/2021,138.171,2.431
Jambi,5/25/2021,140.457,2.286
Jambi,5/26/2021,140.563,0.106
Jambi,5/27/2021,142.469,1.906
Jambi,5/28/2021,143.291,0.822
Jambi,5/29/2021,144.517,1.226
Jambi,5/30/2021,144.551,0.034
Jambi,5/31/2021,146.049,1.498
Jambi,6/1/2021,146.071,0.022
Jambi,6/2/2021,147.999,1.928
Jambi,6/3/2021,151.46,3.461
Jambi,6/4/2021,153.74,2.28
Jambi,6/5/2021,156.081,2.341
Jambi,6/6/2021,156.101,0.02
Jambi,6/7/2021,160.008,3.907
Jambi,6/8/2021,168.429,8.421
Jambi,6/9/2021,177.84,9.411
Jambi,6/10/2021,184.159,6.319
Jambi,6/11/2021,187.258,3.099
Jambi,6/12/2021,191.103,3.845
Jambi,6/13/2021,191.207,0.104
Jambi,6/14/2021,197.208,6.001
Jambi,6/15/2021,202.602,5.394
Jambi,6/16/2021,207.685,5.083
